gene	WT1	WT2	WT3	DL1	DL2	DL3	E41	E42	E43	XG1	XG2	XG3
CCNA_00413	20	26	12	66	79	99	18	42	39	23	13	21
CCNA_00414	7	12	4	45	37	41	11	24	20	18	7	10
CCNA_00415	26	27	15	100	121	123	32	61	53	55	54	26
CCNA_00416	32	33	21	80	150	130	36	31	38	55	35	40
CCNA_00417	65	73	42	93	136	124	31	79	55	58	37	35
CCNA_00419	16	15	11	44	67	40	12	24	12	23	26	15
CCNA_00420	4	1	2	18	12	27	9	19	5	10	2	5
CCNA_00421	4	3	5	17	11	19	4	12	4	7	0	3
CCNA_00422	183	67	156	127	161	151	28	36	38	70	48	75
CCNA_03919	13	6	11	10	11	16	3	3	4	1	3	8
CCNA_00423	3	1	3	18	23	35	10	18	9	5	3	4
CCNA_00424	251	136	187	337	424	371	62	100	77	187	173	176
CCNA_00425	69	30	40	86	103	80	10	24	12	49	44	49
CCNA_00426	18	20	5	19	11	28	7	20	12	7	9	4
CCNA_00427	24	27	27	33	38	44	7	7	12	27	12	13
CCNA_00428	65	52	33	72	102	93	18	28	36	59	27	40
CCNA_00429	6	2	4	27	14	12	5	18	3	12	5	6
CCNA_00430	1	2	2	11	13	13	4	8	7	3	2	6
CCNA_00431	6	9	3	14	22	16	6	13	14	9	8	10
CCNA_00432	5	6	3	10	18	29	4	12	10	6	5	7
CCNA_00433	34	11	12	34	58	55	9	12	3	8	17	1
CCNA_00434	18	8	12	56	59	74	15	29	22	18	8	6
CCNA_00435	26	23	15	97	103	108	29	46	40	19	23	32
CCNA_00436	23	18	15	71	74	80	23	27	24	34	26	20
CCNA_00437	10	15	19	31	58	59	19	52	36	21	14	20
CCNA_00438	46	34	35	25	37	30	11	26	20	25	56	16
CCNA_00439	37	60	24	89	92	110	46	87	54	61	18	30
CCNA_00440	11	15	20	26	20	28	11	16	9	11	4	10
CCNA_00441	49	63	39	46	41	47	40	29	37	28	10	18
CCNA_00442	37	61	36	92	100	122	68	70	74	33	18	35
CCNA_00443	11	12	13	22	23	36	13	15	11	11	5	7
CCNA_00444	23	20	16	50	41	49	11	24	31	13	12	19
CCNA_00445	15	32	15	54	59	45	25	40	27	27	17	21
CCNA_00446	8	6	8	20	24	29	13	17	13	13	8	8
CCNA_00447	9	13	4	21	26	37	11	24	11	10	4	9
CCNA_00448	18	16	4	27	43	37	13	20	13	26	11	17
CCNA_00449	11	13	3	29	49	45	8	21	9	21	18	17
CCNA_00450	5	11	5	18	36	20	7	12	4	8	11	8
CCNA_00451	199	178	75	268	296	307	88	101	114	140	109	125
CCNA_00452	14	15	13	47	40	58	15	24	16	17	22	23
CCNA_00453	17	17	17	41	72	44	5	22	14	28	15	14
CCNA_00454	23	35	18	64	82	75	22	39	27	39	12	22
CCNA_03920	8	5	4	13	15	16	1	5	4	7	0	4
CCNA_00455	114	134	100	297	508	367	67	126	95	167	139	130
CCNA_R0006	4	5	4	8	8	10	5	10	4	1	2	2
CCNA_00456	39	44	24	115	132	185	41	71	49	46	33	36
CCNA_00457	15	22	9	59	81	113	32	50	45	27	21	22
CCNA_00458	7	13	4	40	78	96	30	56	32	18	11	10
CCNA_00459	20	24	9	73	101	148	31	54	47	30	12	17
CCNA_R0108	1	1	2	7	6	14	3	3	4	5	1	5
CCNA_00460	9	5	1	15	26	30	6	14	9	9	0	4
CCNA_03921	5	7	4	27	32	48	17	24	10	10	8	8
CCNA_03998	60	58	34	172	204	248	48	128	76	72	43	49
CCNA_00464	20	9	7	48	65	50	8	8	13	21	11	15
CCNA_00465	464	283	266	478	598	678	127	163	145	314	297	307
CCNA_00466	459	252	288	511	505	650	105	123	156	278	196	251
CCNA_00467	189	191	124	469	476	516	103	144	139	233	111	155
CCNA_00468	14	12	19	34	43	57	10	16	16	12	9	16
CCNA_00469	1122	862	546	1478	1642	1705	232	356	346	599	376	569
CCNA_03922	1043	681	754	1783	2131	2257	298	444	437	841	602	720
CCNA_00470	88	81	48	199	219	236	34	53	43	87	46	73
CCNA_00471	34	29	16	89	111	140	28	43	29	29	20	30
CCNA_00472	20	14	6	82	108	132	28	61	36	41	25	29
CCNA_00473	6	5	4	33	44	30	9	5	9	9	8	8
CCNA_00474	29	46	11	84	127	142	44	71	57	48	28	29
CCNA_00475	13	25	14	79	89	102	33	56	34	29	17	17
CCNA_00476	4	4	0	7	18	27	4	12	9	3	3	4
CCNA_00477	3	5	4	13	11	21	5	9	5	5	5	3
CCNA_00478	69	54	30	95	117	152	29	46	37	59	43	54
CCNA_00479	11	11	5	27	30	37	1	13	8	12	6	6
CCNA_00480	24	20	14	61	72	94	28	38	26	34	17	19
CCNA_00481	6	10	2	39	60	73	23	50	24	20	6	6
CCNA_00482	29	62	10	260	341	480	124	233	151	90	29	50
CCNA_R0007	1	5	1	16	18	29	7	9	7	6	6	8
CCNA_00483	19	21	12	80	80	138	29	56	40	28	16	21
CCNA_00484	27	34	21	110	121	146	41	81	35	41	21	22
CCNA_00485	7	15	9	61	61	101	13	46	29	18	3	9
CCNA_00486	23	35	11	172	198	316	78	142	88	54	9	28
CCNA_00487	33	24	13	134	158	215	38	85	56	45	34	42
CCNA_00488	7	10	5	37	52	80	11	28	9	11	7	7
CCNA_00489	9	8	5	34	50	69	14	28	24	15	7	9
CCNA_00490	17	16	9	58	103	123	22	48	26	19	10	15
CCNA_00491	204	78	114	232	349	351	42	54	44	115	123	118
CCNA_00492	19	17	10	68	83	146	25	56	30	30	21	12
CCNA_00493	2	3	4	22	23	39	5	15	14	7	9	7
CCNA_00494	142	161	68	72	106	92	65	94	70	55	25	23
CCNA_00495	153	190	71	47	48	61	82	111	108	23	31	11
CCNA_00496	438	431	141	266	277	419	192	300	265	79	78	70
CCNA_00497	134	119	53	155	177	228	89	146	122	58	37	33
CCNA_00498	12	7	13	17	21	50	10	18	15	7	5	5
CCNA_00499	7	10	3	35	34	65	11	24	20	6	4	3
CCNA_00500	12	12	3	42	67	100	15	35	26	11	10	6
CCNA_00501	16	20	5	44	72	90	23	40	32	18	17	15
CCNA_00502	5	9	3	30	48	66	14	31	12	11	6	6
CCNA_00503	16	20	9	58	72	85	18	32	20	34	20	23
CCNA_00504	45	48	28	94	108	102	25	46	35	62	30	37
CCNA_00505	32	30	23	114	103	129	35	69	45	52	41	37
CCNA_00506	76	58	79	195	209	285	38	100	67	62	72	84
CCNA_00507	55	46	55	112	141	164	28	47	32	64	62	54
CCNA_00508	25	32	28	45	53	44	9	20	25	11	15	21
CCNA_00509	2	3	0	9	9	12	1	10	2	1	1	3
CCNA_00510	5	4	2	19	17	20	8	6	6	7	8	2
CCNA_00511	13	4	4	14	27	25	8	14	4	6	11	8
CCNA_00512	9	11	11	19	31	35	9	15	10	13	5	11
CCNA_03885	17	9	10	52	52	60	13	12	12	18	16	22
CCNA_00514	18	23	23	51	56	54	9	20	20	15	18	13
CCNA_00515	84	103	21	434	511	365	36	81	73	172	176	215
CCNA_00516	17	3	4	40	48	58	14	28	20	15	12	15
CCNA_00517	4	4	2	25	30	33	17	23	16	11	2	6
CCNA_00518	8	27	12	106	104	141	39	98	54	23	13	18
CCNA_00519	14	21	10	68	80	126	37	105	62	41	23	27
CCNA_00520	17	28	12	88	118	170	62	155	66	53	32	27
CCNA_00521	58	51	38	119	151	176	58	82	76	88	24	39
CCNA_00522	19	23	12	58	74	96	29	56	49	48	35	27
CCNA_00523	2	6	7	26	25	30	6	27	18	7	6	13
CCNA_00524	3	9	7	27	39	50	11	28	28	21	6	5
CCNA_00525	11	10	10	31	44	52	10	24	17	17	13	12
CCNA_00526	70	54	65	110	138	101	25	39	25	67	46	44
CCNA_00527	64	42	20	130	168	165	27	56	32	48	50	60
CCNA_00528	3	15	3	48	51	63	13	37	13	16	9	16
CCNA_00529	14	10	24	29	57	64	5	25	12	28	13	15
CCNA_00530	23	55	18	173	230	296	89	211	150	63	50	25
CCNA_00531	4	27	5	120	155	193	46	88	78	45	33	25
CCNA_00532	12	15	6	57	72	73	12	46	23	19	6	17
CCNA_00533	12	19	6	70	87	104	24	61	47	25	13	17
CCNA_00534	23	15	6	56	60	74	18	32	21	22	16	11
CCNA_00535	2	11	4	17	18	21	5	11	8	11	12	23
CCNA_00536	64	107	35	478	527	778	207	441	231	148	80	86
CCNA_00537	49	61	22	179	234	328	72	150	116	72	75	49
CCNA_R0109	5	5	4	10	26	33	8	16	11	13	4	2
CCNA_00538	21	18	11	44	54	82	22	24	29	19	18	18
CCNA_00539	24	18	9	52	51	77	22	34	27	21	12	15
CCNA_00540	12	18	4	56	52	64	21	14	23	18	13	20
CCNA_03923	1	0	0	7	4	4	3	1	0	2	1	1
CCNA_00541	2	2	2	13	12	12	6	8	2	3	3	2
CCNA_00542	8	7	11	7	24	15	2	16	6	18	9	7
CCNA_00543	38	21	40	46	68	83	11	20	21	22	25	24
CCNA_00544	60	41	40	143	147	145	48	54	37	59	53	61
CCNA_R0110	67	39	38	102	133	140	28	36	22	68	57	57
CCNA_00545	63	38	35	96	125	138	26	36	21	66	56	57
CCNA_00546	23	18	31	64	93	84	28	48	27	32	15	25
CCNA_00547	3	5	9	25	30	35	16	20	14	10	5	2
CCNA_00548	5	7	1	26	15	40	11	16	16	16	8	4
CCNA_00549	17	24	2	61	63	104	23	52	34	32	14	20
CCNA_00550	14	12	8	72	81	107	31	75	25	18	13	20
CCNA_00551	20	30	23	69	78	109	28	43	37	31	8	27
CCNA_00552	28	10	9	25	51	37	6	13	8	19	13	3
CCNA_00553	19	15	8	23	48	59	11	30	16	21	13	17
CCNA_00554	14	7	7	35	41	50	6	20	13	28	15	9
CCNA_00555	69	55	45	81	84	100	28	39	37	47	28	32
CCNA_00556	35	30	28	91	92	174	51	78	53	36	26	57
CCNA_00557	5	12	6	32	28	55	15	24	14	16	5	9
CCNA_00558	2	4	2	18	24	46	10	29	11	5	8	6
CCNA_00559	13	7	7	46	55	75	20	44	15	14	13	23
CCNA_00560	2	4	3	14	16	24	8	8	8	7	4	7
CCNA_00561	3	7	8	13	17	17	9	8	10	5	5	4
CCNA_00562	6	11	4	24	28	45	10	23	14	11	7	7
CCNA_00563	14	35	10	47	44	54	30	53	36	16	10	27
CCNA_00564	57	62	30	108	127	140	45	96	67	56	23	53
CCNA_00565	26	17	17	59	62	81	25	39	18	32	25	20
CCNA_R0008	3	1	1	16	6	19	5	2	6	0	3	3
CCNA_00566	16	55	9	146	198	213	61	130	95	92	39	44
CCNA_00567	26	43	15	179	192	231	74	118	74	73	30	35
CCNA_00568	16	14	6	60	90	106	30	60	48	26	16	14
CCNA_00569	12	14	5	40	56	60	16	36	26	23	14	16
CCNA_00570	11	12	6	26	54	50	18	30	10	18	12	21
CCNA_00571	16	25	11	55	86	124	36	47	37	35	13	19
CCNA_00572	11	20	8	40	68	71	28	41	26	21	14	13
CCNA_00573	64	69	32	169	211	264	78	115	75	94	49	51
CCNA_00574	13	22	8	37	65	68	14	38	26	28	16	20
CCNA_00575	1	11	2	23	26	30	11	14	12	11	12	8
CCNA_00576	6	11	3	31	26	45	13	20	13	17	14	6
CCNA_00578	9	21	8	70	76	132	30	74	27	32	26	26
CCNA_00579	11	16	8	31	55	56	23	33	17	18	11	15
CCNA_00580	10	11	11	57	46	61	20	29	24	23	12	21
CCNA_03886	11	24	10	43	57	89	12	24	12	14	13	18
CCNA_00582	47	27	36	81	100	110	17	26	26	46	21	27
CCNA_00583	22	29	11	53	76	72	19	36	23	31	10	18
CCNA_00585	11	11	9	41	50	76	15	26	21	22	14	11
CCNA_00586	14	18	4	40	50	73	25	35	20	23	14	18
CCNA_00587	23	51	19	84	80	96	40	72	54	35	17	30
CCNA_00588	3	5	3	6	12	20	2	7	2	3	1	5
CCNA_00589	18	14	16	35	50	58	14	22	12	10	18	13
CCNA_00590	13	18	7	29	34	47	8	15	18	16	7	8
CCNA_00591	62	39	39	109	136	164	45	44	48	41	25	35
CCNA_00592	48	22	21	79	74	97	31	29	30	32	26	25
CCNA_R0111	24	26	5	31	46	76	14	17	21	17	6	10
CCNA_00593	55	61	17	103	171	204	43	71	68	53	27	36
CCNA_00594	168	220	67	290	362	483	106	168	153	136	74	90
CCNA_R0112	23	14	6	36	40	44	14	25	11	15	12	17
CCNA_00595	16	19	19	68	98	133	23	45	25	29	19	36
CCNA_00596	25	17	14	43	66	77	22	19	20	17	16	16
CCNA_00597	4	6	8	49	55	99	24	46	23	20	18	12
CCNA_00598	23	60	23	106	173	194	36	80	66	58	24	35
CCNA_03887	3	12	1	29	57	57	19	32	18	16	6	7
CCNA_00600	7	10	1	68	62	82	23	40	35	26	6	15
CCNA_00601	7	6	3	34	45	44	11	29	12	16	8	10
CCNA_00602	4	8	2	27	33	40	10	17	13	12	2	7
CCNA_00603	6	9	5	35	41	40	9	19	10	11	3	5
CCNA_00604	7	14	6	38	37	49	10	24	22	21	8	18
CCNA_00605	68	32	38	138	193	154	33	37	35	68	68	52
CCNA_00607	72	92	40	212	273	296	63	112	89	134	74	67
CCNA_00608	26	32	12	70	90	106	27	50	38	35	14	24
CCNA_00609	10	11	4	24	40	41	14	18	8	10	15	9
CCNA_00610	19	19	10	82	94	134	53	71	40	45	31	27
CCNA_00611	47	56	29	147	179	220	43	85	49	90	45	47
CCNA_00612	7	4	5	16	19	29	10	17	4	6	4	8
CCNA_00613	33	21	14	67	64	106	18	38	22	43	38	22
CCNA_00614	13	15	8	48	65	99	23	40	31	25	13	15
CCNA_00615	51	58	29	175	210	236	60	115	73	67	59	50
CCNA_03924	278	197	205	484	656	554	82	154	108	325	249	243
CCNA_00616	3	1	0	22	22	27	4	8	6	12	6	4
CCNA_00617	512	338	49	788	1107	1123	136	222	166	453	371	359
CCNA_00618	745	499	72	1484	1932	1815	187	266	263	757	603	583
CCNA_00619	298	185	34	600	860	735	76	123	99	259	252	247
CCNA_00620	665	405	103	1321	1842	1606	165	221	161	597	499	481
CCNA_00621	16	10	3	43	41	60	13	32	11	24	15	7
CCNA_00622	58	30	15	74	91	91	16	19	26	50	36	37
CCNA_00623	88	86	52	162	206	272	34	101	82	103	40	65
CCNA_03925	18	13	7	34	46	48	5	16	10	14	12	15
CCNA_00624	11	16	4	30	45	59	7	17	21	15	6	11
CCNA_00625	10	6	7	17	22	31	9	13	17	7	3	8
CCNA_00626	23	19	6	71	85	110	22	43	35	39	13	20
CCNA_00627	2	5	1	15	15	21	8	8	14	3	2	8
CCNA_00628	5	5	0	20	15	21	4	7	6	7	6	5
CCNA_00629	10	20	8	57	60	76	32	34	29	24	12	22
CCNA_00630	5	17	5	60	58	88	20	40	30	25	10	19
CCNA_00631	0	3	0	14	12	17	4	6	5	6	7	5
CCNA_00632	4	2	0	9	8	13	2	6	5	6	2	4
CCNA_00633	5	8	5	21	22	42	10	19	13	14	4	9
CCNA_00634	8	6	12	20	34	42	8	17	7	8	7	9
CCNA_00635	10	24	12	94	102	138	34	58	43	37	16	20
CCNA_00636	20	29	16	76	79	99	29	58	23	22	17	18
CCNA_R0113	0	2	0	5	0	5	2	3	1	2	0	2
CCNA_00637	17	27	10	90	81	142	33	76	39	43	20	30
CCNA_00638	26	38	15	121	159	213	54	79	54	43	22	37
CCNA_00639	25	43	14	128	158	211	41	76	68	55	36	32
CCNA_R0114	13	19	6	63	76	92	25	34	29	29	21	13
CCNA_00640	6	9	4	15	32	29	6	9	14	11	4	5
CCNA_00641	9	8	9	40	50	43	6	20	10	15	9	10
CCNA_00642	20	13	13	43	42	42	12	25	13	36	14	14
CCNA_00643	4	9	2	24	32	25	4	1	4	13	3	3
CCNA_00644	5	4	3	32	44	44	17	33	20	9	12	8
CCNA_00645	10	9	11	42	47	62	17	31	17	11	12	14
CCNA_00646	8	3	8	16	25	48	10	17	10	7	6	11
CCNA_00647	5	7	6	21	24	37	8	18	8	7	5	4
CCNA_00648	5	1	1	9	18	19	5	10	9	5	5	1
CCNA_00649	1	6	1	17	18	33	18	27	10	4	8	4
CCNA_00650	3	7	3	30	28	51	16	26	15	8	6	11
CCNA_00651	5	9	4	45	61	114	25	56	33	23	20	9
CCNA_00652	1	0	0	9	14	15	6	5	3	3	1	1
CCNA_00653	6	16	2	61	67	90	37	55	25	18	6	13
CCNA_00654	13	11	3	37	35	48	15	29	16	10	6	7
CCNA_R0009	13	18	17	40	47	57	4	12	12	25	9	20
CCNA_00655	48	74	28	196	241	311	65	160	94	107	51	64
CCNA_00656	28	29	20	145	158	255	62	109	99	52	23	31
CCNA_00657	31	30	25	107	149	171	30	62	45	40	16	23
CCNA_00658	13	17	9	31	57	81	21	45	31	13	10	6
CCNA_00659	35	46	25	169	217	266	83	144	109	82	47	47
CCNA_00660	42	42	20	93	112	150	43	70	39	50	26	28
CCNA_00661	37	35	21	64	95	93	23	40	29	43	21	23
CCNA_00662	22	31	9	97	123	150	26	73	44	50	20	33
CCNA_00663	2	9	2	59	66	87	25	40	25	20	5	7
CCNA_R0010	0	1	1	6	9	6	4	1	1	5	1	2
CCNA_00664	10	16	10	60	75	99	32	45	23	29	10	22
CCNA_00665	63	70	54	170	212	237	39	79	48	95	42	68
CCNA_00666	12	16	21	23	35	43	12	16	18	11	7	16
CCNA_00667	14	12	5	37	46	52	16	45	21	22	7	9
CCNA_00668	11	6	2	20	35	27	11	29	22	6	3	8
CCNA_00669	13	18	8	48	67	94	27	56	32	25	16	8
CCNA_00670	7	12	4	35	44	52	22	32	16	20	13	11
CCNA_00671	10	8	5	49	92	78	38	52	34	30	11	13
CCNA_00672	2	6	1	17	21	33	19	33	19	16	1	6
CCNA_00673	16	16	5	81	70	83	33	50	42	23	21	23
CCNA_00674	15	38	29	76	88	111	45	96	84	30	14	13
CCNA_00675	90	152	129	219	239	249	120	221	177	121	30	52
CCNA_00676	181	175	170	242	275	265	114	191	115	137	41	73
CCNA_R0115	1	8	2	12	23	19	8	12	9	1	2	5
CCNA_00677	12	20	10	86	112	122	42	79	55	34	22	18
CCNA_00678	9	21	6	96	99	119	32	74	38	26	25	22
CCNA_R0011	12	7	6	16	26	18	2	7	7	18	6	14
CCNA_00679	6	12	3	30	33	53	12	21	16	18	6	6
CCNA_00680	11	14	6	39	37	48	6	23	15	26	9	8
CCNA_00681	2	4	3	19	30	32	7	17	14	10	9	8
CCNA_00682	0	1	1	9	16	20	6	11	5	4	1	0
CCNA_00683	7	10	5	37	55	66	17	38	20	20	7	8
CCNA_00684	24	16	12	28	31	44	14	21	22	19	8	15
CCNA_00685	47	34	20	54	56	68	21	27	39	42	26	25
CCNA_00686	19	22	23	56	80	103	29	56	27	33	13	18
CCNA_00687	44	44	46	56	88	81	26	27	25	43	24	29
CCNA_00688	13	12	6	34	37	47	16	31	20	15	7	11
CCNA_00689	33	37	32	112	151	201	57	92	62	66	21	37
CCNA_00690	80	123	35	530	642	818	195	407	270	183	85	100
CCNA_00691	6	8	3	22	30	43	13	20	11	8	4	4
CCNA_00692	11	18	5	73	116	145	44	71	52	39	15	20
CCNA_00693	28	20	27	52	88	117	22	47	23	30	14	18
CCNA_00694	154	118	85	330	450	534	119	212	151	108	83	86
CCNA_00695	53	55	31	257	298	426	116	206	139	104	34	65
CCNA_00696	23	48	13	172	188	237	82	137	98	51	26	32
CCNA_R0116	279	426	144	492	494	402	255	520	339	311	110	152
CCNA_00698	55	52	34	132	213	197	52	103	76	64	51	39
CCNA_00699	4	14	1	41	55	67	12	36	26	10	6	6
CCNA_R0012	10	8	6	25	31	32	4	15	6	13	13	6
CCNA_00700	6	14	7	32	36	55	19	28	18	15	8	8
CCNA_00701	31	18	12	64	77	80	14	20	17	26	24	19
CCNA_03888	1	0	4	22	30	31	8	11	20	8	12	7
CCNA_00703	1	2	1	8	11	10	3	3	8	4	0	0
CCNA_00704	0	5	1	10	16	15	4	7	6	3	2	2
CCNA_00705	28	14	34	115	252	143	22	46	29	81	109	83
CCNA_00706	1	2	2	4	12	13	4	9	4	7	1	3
CCNA_00707	7	16	8	36	31	63	20	43	24	18	7	12
CCNA_00708	41	39	27	99	149	170	46	75	48	46	41	45
CCNA_00709	8	7	7	19	17	22	9	7	10	15	7	10
CCNA_00710	25	30	13	51	65	91	22	51	32	31	18	33
CCNA_00711	36	90	32	111	143	147	84	181	103	89	23	50
CCNA_00712	302	515	344	504	649	503	273	429	298	470	57	286
CCNA_03926	538	690	629	602	746	719	335	427	431	596	85	398
CCNA_00714	30	26	19	87	81	113	21	24	24	27	12	16
CCNA_03927	23	12	17	51	68	65	12	16	13	20	13	13
CCNA_03928	36	16	21	46	72	56	20	27	21	18	12	15
CCNA_00716	134	80	67	86	116	126	34	67	58	56	21	47
CCNA_03929	1	7	0	24	23	30	6	8	13	7	3	3
CCNA_00718	87	67	46	166	207	243	47	67	54	61	41	45
CCNA_R0117	1883	726	540	1314	1449	1771	231	296	339	852	736	767
CCNA_03930	25	15	19	29	39	59	11	15	15	13	8	10
CCNA_03931	1138	447	318	654	763	844	137	158	218	475	309	399
CCNA_03932	1046	403	278	400	405	581	130	185	189	323	503	287
CCNA_03933	833	290	161	280	245	398	108	105	128	214	467	218
CCNA_00719	103	49	19	179	210	259	22	41	36	70	46	52
CCNA_00720	61	41	34	181	231	242	31	68	48	68	36	48
CCNA_00721	208	149	61	484	687	528	88	143	106	361	696	292
CCNA_00722	31	30	5	114	139	104	12	32	17	77	123	56
CCNA_00723	1	2	1	10	5	8	2	11	5	11	3	6
CCNA_00724	10	7	4	17	14	13	4	11	3	9	9	10
CCNA_00725	6	5	2	20	20	23	4	4	7	7	2	1
CCNA_00726	47	29	34	101	112	101	24	42	24	49	54	40
CCNA_00727	7	7	3	28	21	31	11	14	8	8	11	9
CCNA_00728	7	7	3	20	26	32	11	14	8	10	6	5
CCNA_00729	3	7	4	19	26	30	11	19	11	16	13	5
CCNA_00730	13	6	8	25	39	41	15	8	5	9	15	7
CCNA_00731	12	20	8	46	69	80	18	34	27	35	18	12
CCNA_00732	31	28	24	104	140	172	48	81	57	26	17	15
CCNA_00733	21	61	21	155	165	204	78	176	95	56	13	30
CCNA_00734	66	50	40	100	116	144	38	59	56	45	37	30
CCNA_00735	13	13	19	35	53	80	17	32	31	25	21	20
CCNA_00736	6	1	2	26	22	37	4	18	15	9	11	6
CCNA_00737	23	39	16	129	156	225	55	133	71	58	39	43
CCNA_03934	1	2	0	1	2	2	1	4	1	0	0	1
CCNA_00738	18	13	18	60	52	53	15	46	25	30	14	19
CCNA_00740	20	13	15	43	55	59	24	28	16	24	9	19
CCNA_00741	11	7	6	14	29	34	6	20	10	18	11	11
CCNA_00742	8	4	4	37	45	63	19	27	15	14	8	17
CCNA_00743	9	9	3	17	26	42	7	12	7	9	13	9
CCNA_00744	34	38	12	35	37	41	21	31	27	16	13	23
CCNA_00745	13	14	6	34	40	48	15	25	10	19	4	15
CCNA_03935	9	9	5	24	33	37	9	18	7	13	2	12
CCNA_00746	10	12	9	38	48	65	12	24	20	17	10	11
CCNA_00747	91	78	71	169	183	208	53	81	48	71	52	59
CCNA_00748	77	40	43	65	81	74	16	38	20	47	67	36
CCNA_00749	76	64	60	138	178	191	48	99	57	71	76	66
CCNA_00750	7	10	3	25	47	66	11	41	27	10	6	12
CCNA_R0118	2	1	1	10	15	17	3	11	3	5	3	4
CCNA_00751	15	22	12	97	142	169	51	78	57	45	17	19
CCNA_00752	51	29	28	127	175	200	44	86	56	52	34	40
CCNA_00753	15	54	11	166	204	277	61	119	102	68	21	37
CCNA_00754	118	171	45	340	368	381	124	167	149	201	71	139
CCNA_00755	26	28	21	192	286	223	49	118	52	73	33	56
CCNA_00756	796	381	291	1679	2221	1696	164	320	221	1055	616	650
CCNA_R0119	764	358	274	1552	1997	1517	131	244	185	1004	594	616
CCNA_00757	4	4	4	23	22	36	11	12	11	10	4	7
CCNA_00758	12	7	2	19	29	39	15	23	17	8	6	9
CCNA_00759	23	29	17	87	116	166	35	77	42	40	17	37
CCNA_R0120	1	4	3	6	11	7	2	10	4	3	5	0
CCNA_00760	17	17	14	63	69	104	23	59	28	27	20	16
CCNA_00761	115	83	95	163	234	195	44	55	60	129	57	85
CCNA_00762	9	9	12	26	32	35	6	15	9	14	5	15
CCNA_00763	38	25	34	80	112	105	29	34	23	63	56	47
CCNA_00764	93	49	48	114	179	129	34	44	39	82	88	80
CCNA_00765	7	1	4	10	15	18	3	5	8	7	7	8
CCNA_00766	63	48	28	158	187	177	18	25	25	80	61	66
CCNA_00767	127	62	55	242	304	255	31	36	29	165	96	116
CCNA_03936	59	149	49	128	118	126	78	132	125	133	24	53
CCNA_00768	50	105	42	134	142	139	64	93	112	118	28	59
CCNA_00769	125	267	67	292	278	290	137	239	226	226	67	159
CCNA_00770	44	80	18	86	126	118	59	137	81	93	20	47
CCNA_R0013	2	1	0	3	2	6	3	3	4	3	1	0
CCNA_00772	1	4	1	3	10	13	3	4	8	4	1	3
CCNA_00773	20	27	24	61	80	105	33	56	36	25	26	27
CCNA_03937	5	1	5	14	15	23	2	4	3	2	5	8
CCNA_00774	9	18	8	47	58	83	22	41	28	20	12	14
CCNA_00775	8	6	5	28	30	41	11	20	14	15	8	7
CCNA_00776	22	27	14	103	125	143	45	85	55	48	26	33
CCNA_00777	9	22	7	39	70	82	26	42	29	25	12	15
CCNA_00778	25	38	8	180	224	290	93	169	106	58	37	43
CCNA_R0014	1	0	1	1	1	2	1	0	1	3	0	1
CCNA_00779	15	16	6	32	44	48	14	29	14	20	13	11
CCNA_00780	31	53	23	59	87	93	48	48	41	65	36	25
CCNA_00781	40	22	23	74	107	88	18	32	28	34	15	23
CCNA_R0015	1	7	5	21	30	47	15	22	17	15	9	5
CCNA_00782	27	92	12	323	402	566	174	347	204	130	34	55
CCNA_R0016	6	11	4	53	77	76	21	37	40	6	2	9
CCNA_00783	212	520	277	515	614	799	342	621	450	218	62	159
CCNA_00784	22	25	9	120	166	177	51	93	55	37	22	42
CCNA_R0121	508	530	730	444	484	509	467	944	525	394	57	227
CCNA_00785	8	22	4	93	86	144	44	89	37	36	11	11
CCNA_03938	8	5	9	14	15	22	8	10	9	11	5	4
CCNA_00787	15	12	11	69	72	101	28	50	35	24	6	16
CCNA_00788	56	41	44	96	124	134	39	62	50	50	25	40
CCNA_00789	247	140	220	196	260	270	77	88	79	152	75	111
CCNA_00790	30	20	6	43	75	55	10	19	17	31	32	17
CCNA_03939	2	6	5	27	34	50	7	27	16	9	5	9
CCNA_00792	10	11	5	47	41	74	21	36	27	25	4	12
CCNA_00793	9	9	6	37	52	53	21	39	19	16	6	10
CCNA_00794	12	12	6	50	56	72	13	47	21	18	6	15
CCNA_00795	12	24	12	51	67	59	10	32	17	17	18	9
CCNA_00796	31	30	26	88	91	110	34	62	26	45	17	31
CCNA_03940	41	39	26	103	110	100	11	20	13	81	38	57
CCNA_00798	89	82	36	159	214	175	31	55	39	131	66	81
CCNA_00799	65	74	33	149	175	158	38	58	29	80	75	86
CCNA_00800	152	104	78	345	453	337	33	38	45	242	282	201
CCNA_00801	107	48	36	216	317	229	12	32	36	110	121	92
CCNA_00802	63	25	29	120	175	119	5	8	6	64	40	29
CCNA_00803	32	22	19	85	116	93	11	12	6	47	53	49
CCNA_00804	10	11	1	22	27	36	3	11	7	13	8	7
CCNA_00805	7	14	9	30	35	42	10	24	20	9	10	14
CCNA_00806	42	22	21	88	161	161	34	65	34	46	39	38
CCNA_00807	25	17	8	37	46	55	9	12	14	22	14	23
CCNA_00808	14	4	8	14	22	26	11	21	10	12	6	8
CCNA_00809	8	10	7	23	38	42	12	25	12	11	8	7
CCNA_00810	48	51	28	72	78	86	30	40	43	53	20	33
CCNA_00811	22	28	9	42	62	63	13	22	25	23	9	14
CCNA_00812	6	3	8	11	19	22	6	7	8	5	5	10
CCNA_00813	57	19	28	94	103	101	17	37	23	34	23	18
CCNA_00814	0	3	0	3	9	9	2	3	3	0	2	5
